"scientificName","cadillac","Kingdom","Phylum","Class","Order","Family","Body.Length","Unit","Measurement.Type","Metric","Number.of.Individuals","Sex","Age","Lifestage","Level","Searched.By","Notes","Citation","Link","Time.Searched"
"Calamagrostis koelerioides","n","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calamagrostis nivicola","n","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calamagrostis nutkaensis","n","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calamagrostis purpurea","n","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calamagrostis pseudophragmites","n","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calamagrostis stricta","n","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Drymosiphon grandiflorus","n","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calandrinia breweri","n","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Montiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calandrinia ciliata","n","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Montiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calceolaria ericoides","n","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Calceolariaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calepina irregularis","n","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"California macrophylla","n","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Callianthemum kernerianum","n","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Callitriche antarctica","n","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Callitriche fassettii","n","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Callitriche marginata","n","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus albus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus amabilis","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus amoenus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus bruneaunis","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus catalinae","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus clavatus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus coeruleus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus concolor","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus fimbriatus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus invenustus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus kennedyi","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus leichtlinii","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus luteus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus minimus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus monophyllus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus nudus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus plummerae","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus splendens","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus striatus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus superbus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus tolmiei","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus uniflorus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus venustus","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calochortus weedii","n","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calotropis procera","n","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Caltha scaposa","n","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calycadenia fremontii","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calycadenia mollis","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calycadenia multiglandulosa","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calycadenia oppositifolia","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calycadenia pauciflora","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calycadenia spicata","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calycadenia truncata","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calycanthus occidentalis","n","Plantae","Tracheophyta","Magnoliopsida","Laurales","Calycanthaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calycoseris parryi","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calypso bulbosa","n","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calyptridium monandrum","n","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Montiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calyptridium monospermum","n","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Montiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calyptridium quadripetalum","n","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Montiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calyptridium umbellatum","n","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Montiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calystegia macrostegia","n","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calystegia malacophylla","n","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calystegia occidentalis","n","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calystegia purpurata","n","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calystegia subacaulis","n","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calystegia silvatica","n","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camassia leichtlinii","n","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissonia campestris","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissonia contorta","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissonia kernensis","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissonia pubens","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissonia pusilla","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissonia strigulosa","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissoniopsis bistorta","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissoniopsis cheiranthifolia","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissoniopsis confusa","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissoniopsis hirtella","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissoniopsis ignota","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissoniopsis intermedia","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissoniopsis lewisii","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissoniopsis micrantha","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissoniopsis pallida","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camissoniopsis robusta","n","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula aristata","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula carnica","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula erinus","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula exigua","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula immodesta","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula latifolia","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula persicifolia","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula petraea","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula rapunculoides","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula rapunculus","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula scouleri","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula sibirica","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula spicata","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campanula witasekiana","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Canbya candida","n","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Capparis spinosa","n","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Capparaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Capparis tomentosa","n","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Capparaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Capsella rubella","n","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cardamine californica","n","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cardamine concatenata","n","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cardamine diphylla","n","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cardamine nuttallii","n","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cardamine pachystigma","n","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Arabidopsis halleri","n","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Arabidopsis neglecta","n","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cardionema ramosissima","n","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carduus personata","n","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex abrupta","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex acuta","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex alma","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex amplifolia","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex angustata","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex aquatilis","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex arenaria","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex atrofusca","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex austroalpina","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex baldensis","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex barbarae","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex bolanderi","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex brachystachys","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex brainerdii","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex breweri","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex brunnescens","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex congdonii","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex cusickii","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex densa","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex distans","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex divisa","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex extensa","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex feta","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex fissuricola","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex fracta","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex frigida","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex globosa","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex gracilior","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex glacialis","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex halleriana","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex harfordii","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex hassei","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex helleri","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex heteroneura","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex hoodii","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex illota","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex integra","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex jonesii","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex laeviculmis","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex laevigata","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex lasiocarpa","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex lemmonii","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex kelloggii","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex leporinella","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex leptopoda","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex liparocarpos","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex luzulifolia","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex magellanica","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex michelii","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex multicaulis","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex multicostata","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex nervina","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex nigricans","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex nudata","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Carex otrubae","n","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
