Species,Kingdom,Phylum,Class,Order,Family ,db,db_code,Body Length,Unit,Measurement Type,Metric,Number of Individuals,Sex,Age,Lifestage,Level,Searched By,Notes,Citation,Link,Time Searched
Allium peninsulare,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,gbif,GBIF:2856390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allium platycaule,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,gbif,GBIF:2857767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allium praecox,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,gbif,GBIF:2857005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allium carinatum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,gbif,GBIF:8166505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allium schoenoprasum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,gbif,GBIF:2855860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allium scorodoprasum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,gbif,GBIF:9177060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allium serra,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,gbif,GBIF:2856672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allium sikkimense,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,gbif,GBIF:2856139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allium siskiyouense,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,gbif,GBIF:2857969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allium sphaerocephalon,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,gbif,GBIF:2857616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allophyllum divaricatum,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gbif,GBIF:5341618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allophyllum gilioides,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gbif,GBIF:5341617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allophyllum glutinosum,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gbif,GBIF:5341615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allophyllum integrifolium,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gbif,GBIF:5341614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Allotropa virgata,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,gbif,GBIF:5334183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Aloidendron dichotomum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,gbif,GBIF:9485745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Alopecurus bulbosus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:5672393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Alopecurus myosuroides,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:5290097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Alopecurus saccatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:5290085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Althaea cannabina,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,gbif,GBIF:3152519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Althaea officinalis,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,gbif,GBIF:3152520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Alyssum alyssoides,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,gbif,GBIF:3044855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Alyxia stellata,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,gbif,GBIF:7156128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Alzatea sp.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Alzateaceae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amaranthus hybridus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,gbif,GBIF:5384390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amaranthus fimbriatus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,gbif,GBIF:5384386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amaranthus graecizans,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,gbif,GBIF:5384373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amaranthus hybridus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,gbif,GBIF:5384364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amblyopappus pusillus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3140179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ambrosia acanthicarpa,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3110626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ambrosia chamissonis,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3110718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ambrosia confertiflora,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3110654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ambrosia ilicifolia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3110622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ambrosia pumila,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3110581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amelanchier sp.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ammannia robusta,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,gbif,GBIF:3188708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Calamagrostis arenaria,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:5289845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amorpha californica,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,gbif,GBIF:8085522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amphicarpaea bracteata,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,gbif,GBIF:2960161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amphipappus fremontii,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3104557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amphiscirpus nevadensis,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,gbif,GBIF:2730065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amsinckia douglasiana,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2925887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amsinckia eastwoodiae,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2925879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amsinckia furcata,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2925871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amsinckia intermedia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:6395134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amsinckia lunaris,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2925872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amsinckia spectabilis,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2925881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amsinckia tessellata,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2925877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amsinckia vernicosa,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2925871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amsonia tomentosa,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,gbif,GBIF:3169705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anacardium occidentale,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,gbif,GBIF:5421368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anagallis arvensis,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,gbif,GBIF:8184903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anagallis foemina,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,gbif,GBIF:8368021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anagallis minima,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,gbif,GBIF:7939955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anagallis tenella,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,gbif,GBIF:4005183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anaphalis morrisonicola,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3136882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anaphalis xylorhiza,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3136916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anchusa arvensis,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:5341197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anchusa officinalis,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:5341201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ancistrocarphus filagineus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3132594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Androsace selago,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,gbif,GBIF:7364884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemone narcissiflora,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:8870733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemone acutiloba,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:5371699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Hepatica acutiloba,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:5371699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemone americana,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:5371699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Hepatica americana,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:5371699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemone baldensis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:3927618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemone deltoidea,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:10647777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemonastrum deltoideum,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:10647777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemone demissa,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:3928166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemone drummondii,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:3033267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemone occidentalis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:3033625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemone oregana,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:3033249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemone quinquefolia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:3033250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemone ranunculoides,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:3033266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemone trifolia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:3033231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anemone tuberosa,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:3033241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Angelica breweri,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:5371798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Angelica californica,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:5371814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Angelica lineariloba,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:5371816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Angelica morrisonicola,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:5537605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Angelica tomentosa,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:5371805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anisocarpus madioides,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3130715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anisocoma acaulis,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3086761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Annona glauca,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,gbif,GBIF:5407183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Annona senegalensis,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,gbif,GBIF:5407251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anogeissus leiocarpa,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,gbif,GBIF:3698332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Antennaria argentea,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:5385471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Antennaria carpathica,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:7847414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Antennaria geyeri,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:5385542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Antennaria media,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:5385509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Antennaria suffrutescens,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:5385468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Antennaria umbrinella,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:5385516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anthemis arvensis,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3102781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anthericum liliago,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,gbif,GBIF:2773902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anthericum ramosum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,gbif,GBIF:2773942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anthoxanthum nipponicum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:4133640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anthoxanthum occidentale,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:2703331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anthriscus nitida,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:8134008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anthyllis montana,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,gbif,GBIF:5352354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Sairocarpus cornutus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Sairocarpus coulterianus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Antirrhinum filipes,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Antirrhinum kelloggii,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Sairocarpus kingii,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Antirrhinum leptaleum,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Antirrhinum majus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3172001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Sairocarpus multiflorus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:10675994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Sairocarpus nuttallianus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Sairocarpus vexillocalyculatus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Sairocarpus breweri,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Sairocarpus virga,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Alchemilla arvensis,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,gbif,GBIF:5365013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Aphanes occidentalis,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,gbif,GBIF:5365013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Lepisanthes senegalensis,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,gbif,GBIF:3784947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Aphanisma blitoides,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,gbif,GBIF:3083795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Apiastrum angustifolium,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:7496084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Helosciadium inundatum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:10695583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Helosciadium nodiflorum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:10819839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Aposeris foetida,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3094355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Aquilegia atrata,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,gbif,GBIF:3921447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arabidopsis lyrata,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,gbif,GBIF:8068424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arabis auriculata,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,gbif,GBIF:5375105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cardamine alpina,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,gbif,GBIF:3046155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arabis bellidifolia,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arabis blepharophylla,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,gbif,GBIF:5374908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arabis ciliata,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,gbif,GBIF:5374982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arabis eschscholtziana,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,gbif,GBIF:5375092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arabis collina,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,gbif,GBIF:5374998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arabis nova,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,gbif,GBIF:5374841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Fourraea alpina,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,gbif,GBIF:5376286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Boechera perennans,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,gbif,GBIF:3043206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Aralia californica,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,gbif,GBIF:3037060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Araujia sericifera,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,gbif,GBIF:3170442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arceuthobium campylopodum,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,gbif,GBIF:7645754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arceuthobium vaginatum,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,gbif,GBIF:2889831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arctium minus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:5393103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arctostaphylos andersonii,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,gbif,GBIF:2882593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arctostaphylos bakeri,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,gbif,GBIF:2882550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arctostaphylos canescens,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,gbif,GBIF:2882548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arctostaphylos crustacea,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,gbif,GBIF:6399621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arctostaphylos hispidula,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,gbif,GBIF:2882558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Arctostaphylos insularis,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,gbif,GBIF:2882594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
